,player_defMatchup_a,player_off_a,player_off_ht,player_defMatchup_ht,poss,ptsScored_team,fga,fg,fga3,fg3,qSQ,iso_actions,iso_pts,pick_actions,pick_pts,post_actions,post_pts,offBall_actions,offBall_pts,passes,assistOppCreated,touches,touches_direct,touches_catchAndShoot,touches_paint,touches_time,tov,fta,ft_player,fouls
142147,"Salas-Smith, Caleb","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,10.8,,,,
142220,"Salas-Smith, Caleb","Nading, Samuel",79,76,1,1,,,,,,,,1.0,1.0,,,1,1,1.0,0.0,2.0,1.0,0.0,0.0,6.8,,,,
142287,"Salas-Smith, Caleb","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,2,0,2.0,0.0,2.0,0.0,0.0,0.0,3.72,,,,
142348,"Salas-Smith, Caleb","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,42.1163260937,,,1.0,2.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,4.86,,,,
142379,"Salas-Smith, Caleb","Nading, Samuel",79,76,1,2,1.0,0.0,0.0,0.0,44.8655754328,,,1.0,0.0,,,0,0,1.0,1.0,2.0,2.0,0.0,0.0,6.26,,,,
142415,"Salas-Smith, Caleb","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,2.4,,,,
142451,"Salas-Smith, Caleb","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,2.0,0.0,3.0,1.0,0.0,0.0,3.48,1.0,,,
142508,"Salas-Smith, Caleb","Nading, Samuel",79,76,1,2,,,,,,,,,,,,1,0,,,,,,,,,,,
143178,"Pourier, Cody","Nading, Samuel",79,77,1,3,1.0,1.0,0.0,0.0,42.1925365925,1.0,3.0,,,,,1,3,1.0,0.0,2.0,1.0,0.0,0.0,6.44,,1.0,1.0,1.0
143358,"Pourier, Cody","Nading, Samuel",79,77,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,14.04,,,,
143836,"Pourier, Cody","Nading, Samuel",79,77,1,3,,,,,,,,2.0,0.0,,,0,0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,,,,
143861,"Pourier, Cody","Nading, Samuel",79,77,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,6.2,,,,
144229,"Pourier, Cody","Nading, Samuel",79,77,1,2,1.0,1.0,0.0,0.0,41.8183982372,,,,,,,0,0,,,1.0,1.0,0.0,0.0,2.96,,,,
145218,"Pourier, Cody","Nading, Samuel",79,77,1,0,,,,,,,,2.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,13.24,,,,
145282,"Pourier, Cody","Nading, Samuel",79,77,1,0,2.0,0.0,1.0,0.0,46.3192507625,1.0,0.0,,,,,1,0,1.0,0.0,3.0,2.0,1.0,0.0,6.53,,,,
146225,"Hall, Joseph","Nading, Samuel",79,76,1,3,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,6.36,,,,
147006,"Hall, Joseph","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,36.4141821861,,,2.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,5.16,,,,
148784,"Hall, Joseph","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,46.756207943,1.0,2.0,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,13.16,,,,
149620,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
149657,"Milburn, Pablo","Nading, Samuel",79,77,1,2,1.0,1.0,0.0,0.0,48.6536920071,,,,,,,1,2,1.0,0.0,2.0,1.0,0.0,0.0,6.220000000000001,,,,
149680,"Milburn, Pablo","Nading, Samuel",79,77,1,2,1.0,1.0,0.0,0.0,40.3127968311,,,2.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,14.88,,,,
149724,"Milburn, Pablo","Nading, Samuel",79,77,1,2,,,,,,,,1.0,0.0,1.0,0.0,0,0,2.0,1.0,2.0,1.0,0.0,1.0,7.159999999999999,,,,
149770,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.08,,,,
149776,"Milburn, Pablo","Nading, Samuel",79,77,1,0,1.0,0.0,1.0,0.0,42.9745897651,,,1.0,0.0,,,1,0,1.0,0.0,2.0,1.0,0.0,0.0,8.200000000000001,,,,
149824,"Milburn, Pablo","Nading, Samuel",79,77,1,0,1.0,0.0,1.0,0.0,52.3343682289,,,2.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,8.76,,,,
149837,"Milburn, Pablo","Nading, Samuel",79,77,1,1,,,,,,1.0,1.0,1.0,1.0,,,0,0,,,1.0,1.0,0.0,0.0,13.56,,2.0,1.0,1.0
149887,"Milburn, Pablo","Nading, Samuel",79,77,1,3,1.0,0.0,0.0,0.0,37.1752858162,,,1.0,0.0,,,0,0,1.0,1.0,2.0,2.0,0.0,0.0,5.58,,,,
149893,"Milburn, Pablo","Nading, Samuel",79,77,1,3,1.0,1.0,1.0,1.0,50.4830896854,,,1.0,3.0,,,0,0,,,1.0,1.0,0.0,0.0,7.28,,,,
149914,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
149924,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,3.32,,,,
149928,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,7.28,,,,
150058,"Milburn, Pablo","Nading, Samuel",79,77,1,2,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,13.84,,,,
150076,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
150127,"Milburn, Pablo","Nading, Samuel",79,77,1,3,1.0,1.0,1.0,1.0,54.7230139375,,,1.0,3.0,,,0,0,,,1.0,1.0,0.0,0.0,9.36,,,,
150142,"Milburn, Pablo","Nading, Samuel",79,77,1,0,0.0,0.0,0.0,0.0,,1.0,0.0,2.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,20.36,,2.0,0.0,1.0
150251,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,2.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,13.72,,,,
150283,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,1.0,0.0,,,1.0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,7.08,1.0,,,
150380,"Milburn, Pablo","Nading, Samuel",79,77,1,2,1.0,1.0,0.0,0.0,76.9582509995,,,1.0,2.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,5.4,,,,
150381,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,,,,,2,0,,,1.0,1.0,0.0,0.0,1.32,1.0,,,
150461,"Milburn, Pablo","Nading, Samuel",79,77,1,2,,,,,,,,2.0,2.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,9.6,,,,
150515,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.8,,,,
150552,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.76,,,,
150560,"Milburn, Pablo","Nading, Samuel",79,77,1,3,,,,,,,,1.0,0.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,5.56,,,,
150763,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
150857,"Milburn, Pablo","Nading, Samuel",79,77,1,2,1.0,1.0,0.0,0.0,27.5483876467,,,1.0,0.0,,,1,2,1.0,0.0,2.0,1.0,0.0,0.0,6.0,,,,
150858,"Milburn, Pablo","Nading, Samuel",79,77,1,3,,,,,,,,,,,,0,0,,,,,,,,,,,
150873,"Milburn, Pablo","Nading, Samuel",79,77,1,1,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,0,0,,,1.0,1.0,0.0,0.0,5.64,,2.0,1.0,1.0
150902,"Milburn, Pablo","Nading, Samuel",79,77,1,2,1.0,1.0,0.0,0.0,34.4233870506,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,8.32,,,,
150926,"Milburn, Pablo","Nading, Samuel",79,77,1,2,,,,,,,,2.0,2.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,,,,
150935,"Milburn, Pablo","Nading, Samuel",79,77,1,0,1.0,0.0,1.0,0.0,42.3848837614,,,2.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,3.64,,,,
150945,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
151041,"Milburn, Pablo","Nading, Samuel",79,77,1,2,,,,,,,,1.0,2.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,8.64,,,,
151068,"Milburn, Pablo","Nading, Samuel",79,77,1,0,1.0,0.0,1.0,0.0,53.4438639879,,,1.0,0.0,,,1,0,1.0,0.0,2.0,1.0,0.0,0.0,5.92,,,,
151080,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
151144,"Milburn, Pablo","Nading, Samuel",79,77,1,2,,,,,,,,,,,,0,0,,,,,,,,,,,
151204,"Milburn, Pablo","Nading, Samuel",79,77,1,2,1.0,1.0,0.0,0.0,68.7972843647,1.0,2.0,2.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,22.24,,,,
151272,"Milburn, Pablo","Nading, Samuel",79,77,1,1,,,,,,,,,,,,1,0,,,,,,,,,,,
151292,"Milburn, Pablo","Nading, Samuel",79,77,1,2,,,,,,,,2.0,2.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,10.56,,,,
151399,"Milburn, Pablo","Nading, Samuel",79,77,1,0,1.0,0.0,1.0,0.0,34.6416279674,,,,,,,1,0,,,1.0,1.0,0.0,0.0,1.72,,,,
151440,"Milburn, Pablo","Nading, Samuel",79,77,1,3,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,5.84,,,,
151482,"Milburn, Pablo","Nading, Samuel",79,77,1,0,1.0,0.0,0.0,0.0,29.4922888279,,,2.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,13.56,,,,
151483,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,3.32,,,,
151628,"Milburn, Pablo","Nading, Samuel",79,77,1,0,1.0,0.0,0.0,0.0,45.2152967453,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,10.88,,,,
151648,"Milburn, Pablo","Nading, Samuel",79,77,1,0,1.0,0.0,0.0,0.0,40.9419775009,,,1.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,4.28,,,,
151651,"Milburn, Pablo","Nading, Samuel",79,77,1,0,1.0,0.0,0.0,0.0,42.7396029234,,,,,1.0,0.0,0,0,,,1.0,1.0,0.0,0.0,7.28,,,,
151654,"Milburn, Pablo","Nading, Samuel",79,77,1,0,1.0,0.0,0.0,0.0,31.6942036152,,,2.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,16.6,,,,
151668,"Milburn, Pablo","Nading, Samuel",79,77,1,2,,,,,,,,2.0,2.0,,,0,0,2.0,0.0,2.0,1.0,0.0,0.0,4.88,,,,
151685,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,2.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,14.84,,,,
151754,"Milburn, Pablo","Nading, Samuel",79,77,1,2,,,,,,,,,,,,0,0,,,,,,,,,,,
151792,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.92,,,,
151840,"Milburn, Pablo","Nading, Samuel",79,77,1,2,1.0,1.0,0.0,0.0,43.3455169201,1.0,2.0,2.0,2.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,6.8,,,,
151889,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,,,,,1,0,2.0,0.0,2.0,0.0,0.0,0.0,4.220000000000001,,,,
152034,"Milburn, Pablo","Nading, Samuel",79,77,1,3,1.0,1.0,1.0,1.0,41.1090329289,1.0,3.0,2.0,3.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,6.58,,,,
152036,"Milburn, Pablo","Nading, Samuel",79,77,1,3,1.0,1.0,1.0,1.0,57.1467116475,,,,,,,0,0,1.0,0.0,2.0,1.0,1.0,0.0,3.22,,,,
152040,"Milburn, Pablo","Nading, Samuel",79,77,1,0,1.0,0.0,1.0,0.0,47.6335957646,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,2.96,,,,
152114,"Milburn, Pablo","Nading, Samuel",79,77,1,2,,,,,,,,2.0,2.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,10.2,,,,
152123,"Milburn, Pablo","Nading, Samuel",79,77,1,3,,,,,,,,1.0,3.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,11.36,,,,
152138,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,10.32,,,,
152181,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,3.48,,,,
152238,"Milburn, Pablo","Nading, Samuel",79,77,1,2,,,,,,,,1.0,2.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,3.78,,,,
152239,"Milburn, Pablo","Nading, Samuel",79,77,1,2,1.0,1.0,0.0,0.0,48.6836791039,,,3.0,2.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,10.36,,1.0,0.0,1.0
152361,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,2.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,9.72,,,,
152523,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,4.52,,,,
152576,"Milburn, Pablo","Nading, Samuel",79,77,1,3,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.92,,,,
152599,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,10.04,,,,
152628,"Milburn, Pablo","Nading, Samuel",79,77,1,1,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,0,0,,,1.0,1.0,0.0,0.0,3.72,,2.0,1.0,1.0
152660,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,9.88,,,,
152781,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,,,,,2,0,1.0,0.0,1.0,1.0,0.0,0.0,1.92,1.0,,,
152783,"Milburn, Pablo","Nading, Samuel",79,77,1,2,,,,,,,,1.0,2.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,6.92,,,,
152797,"Milburn, Pablo","Nading, Samuel",79,77,1,3,,,,,,,,1.0,3.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,3.78,,,,
152825,"Milburn, Pablo","Nading, Samuel",79,77,1,2,,,,,,,,1.0,2.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,14.92,,,,
152845,"Milburn, Pablo","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
153157,"Iron Cloud-Gresko, James","Nading, Samuel",79,81,1,2,1.0,1.0,0.0,0.0,42.7617043257,1.0,2.0,1.0,2.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,4.92,,,,
153314,"Iron Cloud-Gresko, James","Nading, Samuel",79,81,1,0,1.0,0.0,0.0,0.0,39.690053463,,,2.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,8.88,,,,
153512,"Iron Cloud-Gresko, James","Nading, Samuel",79,81,1,2,,,,,,,,1.0,2.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,4.86,,,,
153746,"Iron Cloud-Gresko, James","Nading, Samuel",79,81,1,2,1.0,1.0,0.0,0.0,38.3079081774,1.0,2.0,1.0,2.0,,,1,2,1.0,0.0,2.0,1.0,0.0,0.0,7.04,,,,
153759,"Iron Cloud-Gresko, James","Nading, Samuel",79,81,1,0,,,,,,1.0,0.0,1.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,5.44,1.0,,,
154214,"Iron Cloud-Gresko, James","Nading, Samuel",79,81,1,3,1.0,1.0,1.0,1.0,48.9961355925,1.0,3.0,1.0,3.0,,,0,0,,,1.0,1.0,0.0,0.0,8.84,,,,
154338,"Iron Cloud-Gresko, James","Nading, Samuel",79,81,1,0,,,,,,1.0,0.0,1.0,0.0,,,1,0,1.0,0.0,2.0,1.0,0.0,0.0,5.72,1.0,,,
154393,"Iron Cloud-Gresko, James","Nading, Samuel",79,81,1,2,,,,,,,,,,,,1,2,1.0,0.0,1.0,1.0,0.0,0.0,1.6,,,,
154661,"Iron Cloud-Gresko, James","Nading, Samuel",79,81,1,3,1.0,1.0,0.0,0.0,45.0199335814,1.0,3.0,2.0,3.0,,,0,0,,,1.0,1.0,0.0,0.0,15.12,,1.0,1.0,1.0
154666,"Iron Cloud-Gresko, James","Nading, Samuel",79,81,1,0,1.0,0.0,1.0,0.0,50.9310632944,1.0,0.0,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,7.08,,,,
154785,"Iron Cloud-Gresko, James","Nading, Samuel",79,81,1,0,1.0,0.0,1.0,0.0,46.4257702231,1.0,0.0,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,10.4,,,,
154950,"Iron Cloud-Gresko, James","Nading, Samuel",79,81,1,0,,,,,,,,2.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,11.76,1.0,,,
155387,"Iron Cloud-Gresko, James","Nading, Samuel",79,81,1,2,,,,,,,,2.0,0.0,,,0,0,2.0,0.0,2.0,0.0,0.0,0.0,3.1,,,,
155582,"Iron Cloud-Gresko, James","Nading, Samuel",79,81,1,0,1.0,0.0,1.0,0.0,45.5166622996,,,1.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,4.34,,,,
155790,"Iron Cloud-Gresko, James","Nading, Samuel",79,81,1,2,1.0,1.0,0.0,0.0,42.9667294025,1.0,2.0,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,15.72,,,,
155845,"Yellowboy, Joshua","Nading, Samuel",79,79,1,2,,,,,,,,,,,,1,2,1.0,1.0,1.0,1.0,0.0,0.0,2.8,,,,
156044,"Yellowboy, Joshua","Nading, Samuel",79,79,1,0,1.0,0.0,1.0,0.0,46.4013934135,1.0,0.0,,,,,0,0,,,1.0,1.0,0.0,0.0,2.6,,,,
156574,"Yellowboy, Joshua","Nading, Samuel",79,79,1,0,,,,,,,,2.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,11.44,,,,
156588,"Yellowboy, Joshua","Nading, Samuel",79,79,1,0,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,4.12,,,,
156603,"Yellowboy, Joshua","Nading, Samuel",79,79,1,0,1.0,0.0,0.0,0.0,35.0946903229,,,1.0,0.0,2.0,0.0,0,0,1.0,0.0,2.0,1.0,0.0,0.0,7.82,,,,
156790,"Yellowboy, Joshua","Nading, Samuel",79,79,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,9.64,,,,
156895,"Yellowboy, Joshua","Nading, Samuel",79,79,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,1.0,0.0,0.0,8.52,1.0,,,
157184,"Yellowboy, Joshua","Nading, Samuel",79,79,1,2,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,9.24,,,,
157927,"Yellowboy, Joshua","Nading, Samuel",79,79,1,0,,,,,,,,2.0,0.0,,,1,0,3.0,0.0,3.0,0.0,0.0,0.0,6.053333333333334,,,,
158232,"Yellowboy, Joshua","Nading, Samuel",79,79,1,0,,,,,,,,1.0,0.0,1.0,0.0,0,0,2.0,1.0,2.0,1.0,0.0,0.0,7.26,,,,
158820,"Yellowboy, Joshua","Nading, Samuel",79,79,1,0,,,,,,1.0,0.0,2.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,14.8,1.0,,,
158856,"Yellowboy, Joshua","Nading, Samuel",79,79,1,0,,,,,,,,,,,,2,0,1.0,0.0,1.0,0.0,0.0,0.0,1.8,,,,
158950,"Yellowboy, Joshua","Nading, Samuel",79,79,1,3,,,,,,,,,,,,0,0,,,,,,,,,,,
159005,"Yellowboy, Joshua","Nading, Samuel",79,79,1,2,1.0,1.0,0.0,0.0,36.7861866951,1.0,2.0,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,9.48,,,,
159110,"Yellowboy, Joshua","Nading, Samuel",79,79,1,0,1.0,0.0,0.0,0.0,30.5293470621,,,2.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,18.36,,,,
159181,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,1.0,0.0,0.0,3.96,1.0,,,
159389,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,3,,,,,,,,1.0,3.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,13.68,,,,
159532,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,,,,,,,,2.0,0.0,,,0,0,2.0,0.0,2.0,0.0,0.0,0.0,4.84,,,,
159596,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,,,,,,,,1.0,0.0,,,0,0,2.0,0.0,2.0,0.0,0.0,0.0,2.8000000000000003,,,,
159706,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,4.96,,,,
159711,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,12.68,,,,
159823,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.16,,,,
159970,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,3,1.0,1.0,0.0,0.0,65.1805818081,,,1.0,3.0,,,0,0,,,1.0,1.0,0.0,0.0,8.92,,1.0,1.0,1.0
160047,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,,,,,,,,1.0,0.0,,,1,0,2.0,0.0,2.0,0.0,0.0,0.0,7.12,,,,
160134,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,,,,,,,,2.0,0.0,,,0,0,1.0,0.0,1.0,1.0,0.0,0.0,11.12,,,,
160210,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,,,,,,,,2.0,0.0,,,0,0,2.0,0.0,2.0,1.0,0.0,0.0,4.7,,,,
160406,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,2,,,,,,,,1.0,2.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,5.96,,,,
160548,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,2,,,,,,,,,,,,0,0,,,,,,,,,,,
160551,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,3,,,,,,,,2.0,0.0,,,1,3,3.0,0.0,3.0,0.0,0.0,0.0,5.426666666666667,,,,
160570,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,2,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,2.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,6.32,,2.0,2.0,1.0
160767,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,,,,,,,,,,,,1,0,2.0,0.0,2.0,0.0,0.0,0.0,4.2,,,,
160785,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,4.9,1.0,,,
160790,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,2,,,,,,,,1.0,2.0,,,0,0,1.0,0.0,1.0,1.0,0.0,0.0,10.84,,,,
160925,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,2,1.0,1.0,0.0,0.0,40.7988578081,1.0,2.0,,,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,5.16,,,,
160993,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,2,1.0,1.0,0.0,0.0,58.4248304367,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,11.96,,,,
160996,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,1.0,0.0,1.0,0.0,50.5692332983,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,7.88,,,,
161110,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,3,,,,,,,,1.0,3.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,9.84,,,,
161326,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,3,0.0,0.0,0.0,0.0,,,,1.0,3.0,,,0,0,,,1.0,1.0,0.0,0.0,22.72,,3.0,3.0,1.0
161721,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,1.0,0.0,1.0,0.0,46.9369903207,,,,,,,1,0,,,1.0,1.0,0.0,0.0,1.92,,,,
161761,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,10.44,,,,
161844,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,7.28,,,,
161980,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,,,,,,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,5.28,,,,
162118,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,3,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,6.6,,,,
162123,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,2,,,,,,1.0,0.0,,,,,0,0,2.0,0.0,2.0,0.0,0.0,0.0,2.8600000000000003,,,,
162233,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,2,1.0,1.0,0.0,0.0,38.9194846153,1.0,2.0,,,,,1,2,,,1.0,1.0,0.0,0.0,4.8,,,,
162267,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,3,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,6.28,,,,
162282,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,,,,,,,,,,,,2,0,1.0,0.0,1.0,1.0,0.0,0.0,1.76,1.0,,,
162410,"Lestenkof, Gabriel","Nading, Samuel",79,80,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.6,,,,
162867,"Watson, Trae","Nading, Samuel",79,74,1,1,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.52,,,,
